megadbid,Area,state,latactdd,lonactdd,elevuse_m,coast_km,maxaug_c,mindec_c,continen,precip_cm,rh_ann,raindays,cmd10yr,ecoreg,hw_plot_LG,bahwdftac,pct_hwd,year,N,S,hdep5yroll,ph_5y_roll,3yrSO2ugm3,spp_rich,Sscores,Nscores,N(eutroph),N(mesotroph),N(oligotroph),%oligotrophs,%mesotrophs,%eutrophs,olig:eutro,olig+meso:eutro,N(intermediate),N(sensitive),N(tolerant),% sens,% inter,% tol,sens:tol,sens+inter:tol,N(Cya l),N(Cya s-m),N(For p),N(For sh),N(Mtx m-l),N(Mtx s),% Cya l,% Cya s-m,% For p,% For sh,% Mtx m-l,% Mtx s,% Cya,% For
5160,West,Alaska,56.59,-134.86,146,4,15.31,-4.85,20.16,596,,,0,4,0,,,1990,0.75,1.47,,,0.347,10,3.473993557,3.750830354,2,2,4,0.5,0.25,0.25,2,3,2,5,1,0.625,0.25,0.125,5,7,0,1,1,1,3,4,0,0.1,0.1,0.1,0.3,0.4,0.1,0.2
5161,West,Alaska,56.59,-134.87,91,5,15.31,-4.85,20.16,596,,,0,4,0,,,1990,0.75,1.47,,,0.347,11,4.789840684,2.888513752,1,2,6,0.666666667,0.222222222,0.111111111,6,8,1,5,2,0.625,0.125,0.25,2.5,3,0,0,1,1,6,2,0,0,0.1,0.1,0.6,0.2,0,0.2
5162,West,Alaska,56.6,-134.86,210,4,16.02,-3.93,19.95,589,,,0,4,0,,,1990,0.75,1.47,,,0.347,15,4.47361082,2.90517817,1,3,9,0.692307692,0.230769231,0.076923077,9,12,1,7,2,0.7,0.1,0.2,3.5,4,1,0,2,1,8,3,0.066666667,0,0.133333333,0.066666667,0.533333333,0.2,0.066666667,0.2
5164,West,Alaska,56.59,-134.86,84,5,16.56,-3.22,19.78,581,,,0,4,0,,,1990,0.75,1.47,,,0.347,14,4.926777115,3.458301247,1,3,6,0.6,0.3,0.1,6,9,0,7,3,0.7,0,0.3,2.333333333,2.333333333,0,0,1,1,9,2,0,0,0.076923077,0.076923077,0.692307692,0.153846154,0,0.153846154
5165,West,Alaska,56.58,-134.87,91,5,15.19,-4.59,19.78,586,,,0,4,0,,,1990,0.75,1.47,,,0.347,15,3.918926835,2.805635834,1,3,8,0.666666667,0.25,0.083333333,8,11,1,9,3,0.692307692,0.076923077,0.230769231,3,3.333333333,1,0,1,1,7,5,0.066666667,0,0.066666667,0.066666667,0.466666667,0.333333333,0.066666667,0.133333333
5179,West,Alaska,56.81,-135.32,61,0,16.28,-0.48,16.76,263,,,0,4,0,,,1990,0.66,1.47,,,0.347,16,4.614694869,2.015117453,1,2,10,0.769230769,0.153846154,0.076923077,10,12,3,6,5,0.428571429,0.214285714,0.357142857,1.2,1.8,0,0,4,1,5,6,0,0,0.25,0.0625,0.3125,0.375,0,0.3125
5180,West,Alaska,56.81,-135.32,2,1,16.41,-0.43,16.84,264,,,0,4,0,,,1990,0.9,1.47,,,0.347,26,4.808282002,3.838632197,5,4,12,0.571428571,0.190476191,0.238095238,2.4,3.2,4,10,4,0.555555556,0.222222222,0.222222222,2.5,3.5,2,2,2,3,11,3,0.086956522,0.086956522,0.086956522,0.130434783,0.47826087,0.130434783,0.173913044,0.217391304
5182,West,Alaska,56.88,-135.32,37,2,16.28,-1.09,17.37,274,,,0,4,0,,,1990,0.48,1.47,,,0.347,12,4.352111675,2.962255605,1,2,7,0.7,0.2,0.1,7,9,2,7,2,0.636363636,0.181818182,0.181818182,3.5,4.5,0,0,1,1,7,3,0,0,0.083333333,0.083333333,0.583333333,0.25,0,0.166666667
5183,West,Alaska,56.88,-135.32,67,2,16.28,-1.09,17.37,274,,,0,4,0,,,1990,0.75,1.47,,,0.347,14,4.123615907,2.342007701,0,3,8,0.727272727,0.272727273,0,,,1,6,2,0.666666667,0.111111111,0.222222222,3,3.5,0,0,3,1,5,4,0,0,0.230769231,0.076923077,0.384615385,0.307692308,0,0.307692308
5188,West,Alaska,58.53,-134.69,9,8,16.14,-4.73,20.87,261,,,0,4,1,,,1990,0.75,1.47,,,0.347,14,2.026194869,1.756958196,0,2,8,0.8,0.2,0,,,1,10,0,0.909090909,0.090909091,0,,,1,0,0,0,1,10,0.083333333,0,0,0,0.083333333,0.833333333,0.083333333,0
5189,West,Alaska,58.54,-134.8,30,3,17.2,-3.86,21.06,189,,,0,4,0,,,1990,0.66,1.47,,,0.347,21,4.214000338,3.061471193,2,4,12,0.666666667,0.222222222,0.111111111,6,8,0,12,5,0.705882353,0,0.294117647,2.4,2.4,2,0,4,1,7,6,0.1,0,0.2,0.05,0.35,0.3,0.1,0.25
5190,West,Alaska,58.55,-134.78,43,4,16.68,-4.52,21.2,223,,,0,4,0,,,1990,0.76,1.47,,,0.347,15,3.5039964,2.325100232,1,1,8,0.8,0.1,0.1,8,9,0,7,3,0.7,0,0.3,2.333333333,2.333333333,1,0,3,1,4,4,0.076923077,0,0.230769231,0.076923077,0.307692308,0.307692308,0.076923077,0.307692308
5191,West,Alaska,58.33,-134.56,43,1,17.04,-3.92,20.96,170,,,0,4,0,,,1990,0.57,1.47,,,0.347,30,4.233503225,2.373931725,1,4,19,0.791666667,0.166666667,0.041666667,19,23,5,13,5,0.565217391,0.217391304,0.217391304,2.6,3.6,0,0,7,1,11,9,0,0,0.25,0.035714286,0.392857143,0.321428571,0,0.285714286
5197,West,Alaska,56.67,-132.69,177,2,17.2,-2.28,19.48,259,,,0,4,0,,,1990,0.17,1.47,,,0.347,7,4.210571148,1.548459846,1,0,5,0.833333333,0,0.166666667,5,5,1,3,2,0.5,0.166666667,0.333333333,1.5,2,1,0,1,0,1,4,0.142857143,0,0.142857143,0,0.142857143,0.571428571,0.142857143,0.142857143
5321,West,Alaska,59.44,-139.04,15,13,15.66,-4.2,19.86,393,,,0,4,1,,,1990,0.75,1.47,,,0.347,15,3.800581597,2.621971101,1,1,8,0.8,0.1,0.1,8,9,1,7,4,0.583333333,0.083333333,0.333333333,1.75,2,7,1,1,0,1,2,0.583333333,0.083333333,0.083333333,0,0.083333333,0.166666667,0.666666667,0.083333333
5390,West,Alaska,57.05,-135.23,100,8,15.92,-2.56,18.48,344,,,0,4,1,,,1990,0.75,1.47,,,0.347,6,3.615468047,0.75,0,0,5,1,0,0,,,1,4,0,0.8,0.2,0,,,0,0,0,0,2,4,0,0,0,0,0.333333333,0.666666667,0,0
5410,West,Alaska,57.06,-135.22,91,8,15.92,-2.56,18.48,344,,,0,4,1,,,1990,0.75,1.47,,,0.347,5,6.198568857,,0,1,2,0.666666667,0.333333333,0,,,0,2,2,0.5,0,0.5,1,1,0,0,0,0,4,1,0,0,0,0,0.8,0.2,0,0
5218,West,Alaska,56.64,-134.06,15,2,17.09,-1.55,18.64,313,,,0,4,0,,,1991,0.75,1.47,,,0.347,5,,2.24628774,0,2,2,0.5,0.5,0,,,0,3,0,1,0,0,,,2,0,0,1,2,0,0.4,0,0,0.2,0.4,0,0.4,0.2
5280,West,Alaska,56.66,-132.67,15,1,17.37,-1.94,19.31,231,,,0,4,0,,,1991,0.75,1.47,,,0.347,5,,0.75,0,0,5,1,0,0,,,2,2,0,0.5,0.5,0,,,0,1,0,0,1,3,0,0.2,0,0,0.2,0.6,0.2,0
5364,West,Alaska,56.2,-131.62,2,9,18.56,-1.96,20.52,222,,,0,4,0,,,1991,0.75,1.47,,,0.347,6,,2.334859186,2,0,4,0.666666667,0,0.333333333,2,2,1,2,2,0.4,0.2,0.4,1,1.5,0,0,2,0,4,0,0,0,0.333333333,0,0.666666667,0,0,0.333333333
5198,West,Alaska,56.66,-132.86,76,2,17.37,-2.69,20.06,252,,,0,4,0,,,1991,0.35,1.47,,,0.347,18,3.586975697,3.05939494,1,3,11,0.733333333,0.2,0.066666667,11,14,4,9,2,0.6,0.266666667,0.133333333,4.5,6.5,0,0,4,1,9,3,0,0,0.235294118,0.058823529,0.529411765,0.176470588,0,0.294117647
5199,West,Alaska,55.87,-132.95,274,12,17.5,-2.24,19.74,257,,,0,4,0,,,1991,0.35,1.47,,,0.347,18,4.05090504,3.152337612,1,4,10,0.666666667,0.266666667,0.066666667,10,14,3,8,4,0.533333333,0.2,0.266666667,2,2.75,0,0,3,1,11,3,0,0,0.166666667,0.055555556,0.611111111,0.166666667,0,0.222222222
5200,West,Alaska,55.87,-132.95,274,12,17.5,-2.24,19.74,257,,,0,4,0,,,1991,0.34,1.47,,,0.347,14,3.313654365,2.417037496,0,3,8,0.727272727,0.272727273,0,,,3,8,1,0.666666667,0.25,0.083333333,8,11,0,0,4,1,6,3,0,0,0.285714286,0.071428571,0.428571429,0.214285714,0,0.357142857
5201,West,Alaska,56.91,-133.09,488,6,15.22,-5.45,20.67,405,,,0,4,0,,,1991,0.44,1.47,,,0.347,28,2.973404912,2.22440481,1,4,20,0.8,0.16,0.04,20,24,4,13,4,0.619047619,0.190476191,0.190476191,3.25,4.25,1,0,8,1,11,6,0.037037037,0,0.296296296,0.037037037,0.407407407,0.222222222,0.037037037,0.333333333
5204,West,Alaska,56.68,-132.79,305,6,15.84,-3.89,19.73,339,,,0,4,0,,,1991,0.19,1.47,,,0.347,23,3.599522423,2.183475626,1,3,16,0.8,0.15,0.05,16,19,3,12,4,0.631578947,0.157894737,0.210526316,3,3.75,0,0,7,1,7,7,0,0,0.318181818,0.045454546,0.318181818,0.318181818,0,0.363636364
5205,West,Alaska,55.41,-131.7,15,3,18.18,-0.69,18.87,343,,,0,4,0,,,1991,0.48,1.47,,,0.347,20,3.026532019,2.276710777,0,4,14,0.777777778,0.222222222,0,,,4,11,3,0.611111111,0.222222222,0.166666667,3.666666667,5,0,0,6,1,8,4,0,0,0.315789474,0.052631579,0.421052632,0.210526316,0,0.368421053
5206,West,Alaska,56.52,-133.13,15,2,17.53,-1.32,18.85,198,,,0,4,0,,,1991,0.75,1.47,,,0.347,9,6.93390039,5.133153387,2,1,3,0.5,0.166666667,0.333333333,1.5,2,2,1,3,0.166666667,0.333333333,0.5,0.333333333,1,0,0,1,1,3,3,0,0,0.125,0.125,0.375,0.375,0,0.25
5208,West,Alaska,55.9,-133.14,30,2,16.74,-1.03,17.77,225,,,0,4,0,,,1991,0.18,1.47,,,0.347,15,3.439447945,2.519397623,0,4,8,0.666666667,0.333333333,0,,,2,9,2,0.692307692,0.153846154,0.153846154,4.5,5.5,0,0,3,1,8,2,0,0,0.214285714,0.071428571,0.571428571,0.142857143,0,0.285714286
5209,West,Alaska,55.9,-133.13,46,2,16.74,-1.03,17.77,225,,,0,4,0,,,1991,0.75,1.47,,,0.347,15,3.907443744,2.555585259,0,4,8,0.666666667,0.333333333,0,,,3,7,3,0.538461539,0.230769231,0.230769231,2.333333333,3.333333333,0,0,4,1,6,3,0,0,0.285714286,0.071428571,0.428571429,0.214285714,0,0.357142857
5210,West,Alaska,55.51,-131.71,76,1,18.18,-0.49,18.67,280,,,0,4,0,,,1991,0.08,1.47,,,0.347,15,3.335909991,2.839183168,0,4,8,0.666666667,0.333333333,0,,,2,9,2,0.692307692,0.153846154,0.153846154,4.5,5.5,0,0,3,1,9,1,0,0,0.214285714,0.071428571,0.642857143,0.071428571,0,0.285714286
5211,West,Alaska,56.62,-132.84,2,3,17.7,-2.18,19.88,277,,,0,4,1,,,1991,0.75,1.47,,,0.347,19,4.407903888,3.343740374,3,2,11,0.6875,0.125,0.1875,3.666666667,4.333333333,1,8,4,0.615384615,0.076923077,0.307692308,2,2.25,2,0,4,1,9,2,0.111111111,0,0.222222222,0.055555556,0.5,0.111111111,0.111111111,0.277777778
5212,West,Alaska,55.26,-131.77,6,4,17.87,-0.06,17.93,290,,,0,4,0,,,1991,0.12,1.47,,,0.347,10,2.117134713,0.75,0,0,7,1,0,0,,,0,6,2,0.75,0,0.25,3,3,0,0,6,1,0,2,0,0,0.666666667,0.111111111,0,0.222222222,0,0.777777778
5213,West,Alaska,55.27,-131.77,6,4,18.22,-0.23,18.45,296,,,0,4,0,,,1991,0.16,1.47,,,0.347,9,3.587937294,0.75,0,0,6,1,0,0,,,1,5,2,0.625,0.125,0.25,2.5,3,0,0,2,1,4,2,0,0,0.222222222,0.111111111,0.444444444,0.222222222,0,0.333333333
5214,West,Alaska,55.26,-131.44,30,0,17.84,-0.56,18.4,279,,,0,4,0,,,1991,0.75,1.47,,,0.347,17,3.840834478,3.446289244,0,4,10,0.714285714,0.285714286,0,,,2,11,2,0.733333333,0.133333333,0.133333333,5.5,6.5,0,0,1,1,8,6,0,0,0.0625,0.0625,0.5,0.375,0,0.125
5215,West,Alaska,55.25,-131.44,30,0,18.19,-0.13,18.32,269,,,0,4,0,,,1991,0.27,1.47,,,0.347,14,4.787586759,2.842786945,1,3,8,0.666666667,0.25,0.083333333,8,11,2,7,3,0.583333333,0.166666667,0.25,2.333333333,3,0,0,3,1,9,1,0,0,0.214285714,0.071428571,0.642857143,0.071428571,0,0.285714286
5216,West,Alaska,56.66,-134.28,2,5,16.67,-1,17.67,312,,,0,4,0,,,1991,0.75,1.47,,,0.347,14,3.901025203,2.143237532,1,1,9,0.818181818,0.090909091,0.090909091,9,10,2,5,2,0.555555556,0.222222222,0.222222222,2.5,3.5,6,0,2,2,1,1,0.5,0,0.166666667,0.166666667,0.083333333,0.083333333,0.5,0.333333333
5217,West,Alaska,56.66,-134.28,2,5,16.67,-1,17.67,312,,,0,4,1,,,1991,0.75,1.47,,,0.347,25,5.594433586,3.964323432,5,6,12,0.52173913,0.260869565,0.217391304,2.4,3.6,2,9,7,0.5,0.111111111,0.388888889,1.285714286,1.571428571,6,1,5,3,9,1,0.24,0.04,0.2,0.12,0.36,0.04,0.28,0.32
5219,West,Alaska,57.09,-135.35,722,1,14.61,-4.36,18.97,374,,,0,4,0,,,1991,0.75,1.47,,,0.347,15,2.563951395,1.180132859,0,1,11,0.916666667,0.083333333,0,,,2,9,1,0.75,0.166666667,0.083333333,9,11,0,0,7,0,2,5,0,0,0.5,0,0.142857143,0.357142857,0,0.5
5221,West,Alaska,56.73,-132.84,335,5,15.64,-4.49,20.13,378,,,0,4,0,,,1991,0.14,1.47,,,0.347,17,3.143332905,2.634807097,1,4,11,0.6875,0.25,0.0625,11,15,2,9,4,0.6,0.133333333,0.266666667,2.25,2.75,0,0,4,1,9,3,0,0,0.235294118,0.058823529,0.529411765,0.176470588,0,0.294117647
5223,West,Alaska,58.06,-135.11,30,4,17.7,-3.24,20.94,173,,,0,4,0,,,1991,0.21,1.47,,,0.347,19,4.259280288,2.806932893,0,4,12,0.75,0.25,0,,,3,7,4,0.5,0.214285714,0.285714286,1.75,2.5,0,0,2,1,10,5,0,0,0.111111111,0.055555556,0.555555556,0.277777778,0,0.166666667
5224,West,Alaska,58.05,-135.15,61,5,17.24,-3.78,21.02,190,,,0,4,0,,,1991,0.22,1.47,,,0.347,15,4.04483833,2.873678493,0,4,10,0.714285714,0.285714286,0,,,4,8,1,0.615384615,0.307692308,0.076923077,8,12,0,0,2,1,6,6,0,0,0.133333333,0.066666667,0.4,0.4,0,0.2
5225,West,Alaska,58.06,-135.11,15,3,17.7,-3.24,20.94,173,,,0,4,0,,,1991,0.75,1.47,,,0.347,19,4.431373537,1.976208058,0,3,12,0.8,0.2,0,,,1,8,5,0.571428571,0.071428571,0.357142857,1.6,1.8,3,0,3,1,7,3,0.176470588,0,0.176470588,0.058823529,0.411764706,0.176470588,0.176470588,0.235294118
5230,West,Alaska,56.82,-132.44,15,1,16.53,-3.74,20.27,354,,,0,4,1,,,1991,0.75,1.47,,,0.347,10,2.614002025,2.088451715,0,2,5,0.714285714,0.285714286,0,,,1,7,0,0.875,0.125,0,,,1,0,0,0,2,6,0.111111111,0,0,0,0.222222222,0.666666667,0.111111111,0
5231,West,Alaska,56.82,-132.44,15,1,16.53,-3.74,20.27,354,,,0,4,1,,,1991,0.75,1.47,,,0.347,11,4.463629163,2.986805831,1,1,6,0.75,0.125,0.125,6,7,1,6,1,0.75,0.125,0.125,6,7,3,0,0,1,5,1,0.3,0,0,0.1,0.5,0.1,0.3,0.1
5233,West,Alaska,56.57,-133.05,76,0,17.38,-1.93,19.31,216,,,0,4,0,,,1991,0.75,1.47,,,0.347,22,4.143453945,1.553330033,0,3,14,0.823529412,0.176470588,0,,,5,9,5,0.473684211,0.263157895,0.263157895,1.8,2.8,0,0,5,1,8,7,0,0,0.238095238,0.047619048,0.380952381,0.333333333,0,0.285714286
5234,West,Alaska,56.56,-133.06,30,0,17.59,-1.64,19.23,206,,,0,4,0,,,1991,0.75,1.47,,,0.347,14,4.289754918,2.344515952,0,3,7,0.7,0.3,0,,,0,8,4,0.666666667,0,0.333333333,2,2,4,0,2,1,3,4,0.285714286,0,0.142857143,0.071428571,0.214285714,0.285714286,0.285714286,0.214285714
5235,West,Alaska,56.57,-133.07,2,0,17.59,-1.64,19.23,206,,,0,4,0,,,1991,0.27,1.47,,,0.347,15,5.941479523,4.564029153,4,1,8,0.615384615,0.076923077,0.307692308,2,2.25,3,3,4,0.3,0.3,0.4,0.75,1.5,4,0,1,0,7,2,0.285714286,0,0.071428571,0,0.5,0.142857143,0.285714286,0.071428571
5236,West,Alaska,57.05,-132.89,137,1,16.82,-3.02,19.84,267,,,0,4,0,,,1991,0.75,1.47,,,0.347,13,1.979792529,1.293220441,0,1,10,0.909090909,0.090909091,0,,,2,9,1,0.75,0.166666667,0.083333333,9,11,2,0,1,1,3,6,0.153846154,0,0.076923077,0.076923077,0.230769231,0.461538462,0.153846154,0.153846154
5237,West,Alaska,57.06,-132.89,171,1,16.82,-3.02,19.84,267,,,0,4,0,,,1991,0.75,1.47,,,0.347,20,3.964690069,2.281756359,1,3,13,0.764705882,0.176470588,0.058823529,13,16,2,10,3,0.666666667,0.133333333,0.2,3.333333333,4,2,0,2,1,8,6,0.105263158,0,0.105263158,0.052631579,0.421052632,0.315789474,0.105263158,0.157894737
5238,West,Alaska,57.05,-132.89,140,1,17.27,-2.76,20.03,268,,,0,4,0,,,1991,0.75,1.47,,,0.347,21,3.654452231,1.677457736,0,3,15,0.833333333,0.166666667,0,,,4,12,2,0.666666667,0.222222222,0.111111111,6,8,1,0,6,1,7,6,0.047619048,0,0.285714286,0.047619048,0.333333333,0.285714286,0.047619048,0.333333333
5239,West,Alaska,56.58,-132.83,805,6,14.3,-6.81,21.11,371,,,0,4,0,,,1991,0.75,1.47,,,0.347,10,2.404905491,2.297865787,0,2,5,0.714285714,0.285714286,0,,,0,6,0,1,0,0,,,1,0,0,1,3,3,0.125,0,0,0.125,0.375,0.375,0.125,0.125
5240,West,Alaska,56.58,-132.83,838,6,14.3,-6.81,21.11,371,,,0,4,0,,,1991,0.75,1.47,,,0.347,16,2.067964865,1.746332967,0,2,12,0.857142857,0.142857143,0,,,2,10,1,0.769230769,0.153846154,0.076923077,10,12,1,0,4,1,3,6,0.066666667,0,0.266666667,0.066666667,0.2,0.4,0.066666667,0.333333333
5241,West,Alaska,56.58,-132.83,805,6,14.3,-6.81,21.11,371,,,0,4,1,,,1991,0.75,1.47,,,0.347,6,1.027567957,1.167840822,0,0,6,1,0,0,,,0,5,0,1,0,0,,,1,0,1,0,0,4,0.166666667,0,0.166666667,0,0,0.666666667,0.166666667,0.166666667
5245,West,Alaska,56.65,-134.05,30,2,16.79,-1.97,18.76,301,,,0,4,0,,,1991,0.75,1.47,,,0.347,14,4.428399897,3.18414062,1,3,7,0.636363636,0.272727273,0.090909091,7,10,1,9,3,0.692307692,0.076923077,0.230769231,3,3.333333333,1,0,1,1,7,4,0.071428571,0,0.071428571,0.071428571,0.5,0.285714286,0.071428571,0.142857143
5246,West,Alaska,56.64,-134.05,30,2,17.07,-1.64,18.71,316,,,0,4,0,,,1991,0.75,1.47,,,0.347,10,3.829621962,1.781721947,1,1,7,0.777777778,0.111111111,0.111111111,7,8,1,4,3,0.5,0.125,0.375,1.333333333,1.666666667,3,0,2,1,3,1,0.3,0,0.2,0.1,0.3,0.1,0.3,0.3
5247,West,Alaska,56.64,-134.05,2,2,17.07,-1.64,18.71,316,,,0,4,1,,,1991,0.75,1.47,,,0.347,13,5.992417969,3.11110011,3,1,7,0.636363636,0.090909091,0.272727273,2.333333333,2.666666667,1,4,4,0.444444444,0.111111111,0.444444444,1,1.25,1,0,2,2,7,1,0.076923077,0,0.153846154,0.153846154,0.538461539,0.076923077,0.076923077,0.307692308
5248,West,Alaska,56.66,-134.27,2,5,16.96,-0.77,17.73,292,,,0,4,0,,,1991,0.75,1.47,,,0.347,16,3.858027003,3.523714338,1,5,8,0.571428571,0.357142857,0.071428571,8,13,1,9,3,0.692307692,0.076923077,0.230769231,3,3.333333333,4,0,4,1,5,1,0.266666667,0,0.266666667,0.066666667,0.333333333,0.066666667,0.266666667,0.333333333
5249,West,Alaska,55.93,-131.81,61,5,18.42,-1.5,19.92,276,,,0,4,0,,,1991,0.21,1.47,,,0.347,18,3.639432251,1.683149227,0,2,13,0.866666667,0.133333333,0,,,4,9,4,0.529411765,0.235294118,0.235294118,2.25,3.25,0,0,5,1,6,6,0,0,0.277777778,0.055555556,0.333333333,0.333333333,0,0.333333333
5251,West,Alaska,56.7,-134.29,975,5,13.08,-7.1,20.18,505,,,0,4,0,,,1991,0.75,1.47,,,0.347,9,2.665597274,0.75,0,0,8,1,0,0,,,0,6,1,0.857142857,0,0.142857143,6,6,2,1,0,0,1,5,0.222222222,0.111111111,0,0,0.111111111,0.555555556,0.333333333,0
5252,West,Alaska,56.53,-132.93,213,1,16.83,-3.41,20.24,312,,,0,4,0,,,1991,0.22,1.47,,,0.347,26,3.229743474,2.195969276,1,4,17,0.772727273,0.181818182,0.045454546,17,21,3,15,4,0.681818182,0.136363636,0.181818182,3.75,4.5,0,0,8,1,10,6,0,0,0.32,0.04,0.4,0.24,0,0.36
5253,West,Alaska,56.58,-132.73,15,7,17.87,-2,19.87,226,,,0,4,1,,,1991,0.75,1.47,,,0.347,13,4.77669847,3.404565457,1,2,7,0.7,0.2,0.1,7,9,4,3,2,0.333333333,0.444444444,0.222222222,1.5,3.5,2,0,0,0,6,3,0.181818182,0,0,0,0.545454546,0.272727273,0.181818182,0
5254,West,Alaska,56.27,-131.83,76,5,17.54,-3.06,20.6,316,,,0,4,1,,,1991,0.75,1.47,,,0.347,9,5.391859329,3.325712321,2,1,5,0.625,0.125,0.25,2.5,3,4,1,1,0.166666667,0.666666667,0.166666667,1,5,5,1,0,0,2,0,0.625,0.125,0,0,0.25,0,0.75,0
5255,West,Alaska,56.26,-130.83,76,20,18.68,-3.68,22.36,236,,,0,4,1,,,1991,0.75,1.47,,,0.347,14,4.256665448,3.281649222,1,3,8,0.666666667,0.25,0.083333333,8,11,2,7,2,0.636363636,0.181818182,0.181818182,3.5,4.5,8,4,0,0,0,0,0.666666667,0.333333333,0,0,0,0,1,0
5256,West,Alaska,56.26,-130.83,88,20,18.68,-3.68,22.36,236,,,0,4,0,,,1991,0.75,1.47,,,0.347,5,4.346521152,,0,0,4,1,0,0,,,2,2,1,0.4,0.4,0.2,2,4,1,0,0,0,0,4,0.2,0,0,0,0,0.8,0.2,0
5258,West,Alaska,56.17,-130.93,15,9,18.73,-2.28,21.01,244,,,0,4,0,,,1991,0.75,1.47,,,0.347,26,5.075167642,2.446325853,2,2,17,0.80952381,0.095238095,0.095238095,8.5,9.5,6,8,4,0.444444444,0.333333333,0.222222222,2,3.5,14,1,0,0,4,3,0.636363636,0.045454546,0,0,0.181818182,0.136363636,0.681818182,0
5259,West,Alaska,56.16,-130.9,15,9,18.66,-3.28,21.94,261,,,0,4,1,,,1991,0.75,1.47,,,0.347,17,5.770981848,2.915938455,2,2,10,0.714285714,0.142857143,0.142857143,5,6,6,5,3,0.357142857,0.428571429,0.214285714,1.666666667,3.666666667,6,4,0,0,4,1,0.4,0.266666667,0,0,0.266666667,0.066666667,0.666666667,0
5260,West,Alaska,56.15,-130.92,15,8,17.77,-4.25,22.02,255,,,0,4,1,,,1991,0.75,1.47,,,0.347,15,5.25480348,3.79,4,1,8,0.615384615,0.076923077,0.307692308,2,2.25,5,4,3,0.333333333,0.416666667,0.25,1.333333333,3,6,3,0,0,3,1,0.461538462,0.230769231,0,0,0.230769231,0.076923077,0.692307692,0
5261,West,Alaska,56.27,-130.81,23,22,18.94,-3.21,22.15,234,,,0,4,1,,,1991,0.75,1.47,,,0.347,19,4.793393058,4.035843418,5,2,10,0.588235294,0.117647059,0.294117647,2,2.4,6,6,5,0.352941177,0.352941177,0.294117647,1.2,2.4,6,3,0,0,6,3,0.333333333,0.166666667,0,0,0.333333333,0.166666667,0.5,0
5262,West,Alaska,56.27,-130.8,23,22,18.94,-3.21,22.15,234,,,0,4,1,,,1991,0.75,1.47,,,0.347,18,4.205092055,4.452113904,4,2,10,0.625,0.125,0.25,2.5,3,4,7,3,0.5,0.285714286,0.214285714,2.333333333,3.666666667,6,1,0,0,6,3,0.375,0.0625,0,0,0.375,0.1875,0.4375,0
5266,West,Alaska,56.34,-130.75,91,30,16.75,-5.04,21.79,263,,,0,4,0,,,1991,0.75,1.47,,,0.347,13,4.013431593,2.805011719,0,2,8,0.8,0.2,0,,,1,8,2,0.727272727,0.090909091,0.181818182,4,4.5,4,1,1,1,3,2,0.333333333,0.083333333,0.083333333,0.083333333,0.25,0.166666667,0.416666667,0.166666667
5267,West,Alaska,56.34,-130.76,91,30,16.75,-5.04,21.79,263,,,0,4,1,,,1991,0.75,1.47,,,0.347,10,5.663114312,4.160332783,2,0,5,0.714285714,0,0.285714286,2.5,2.5,4,2,0,0.333333333,0.666666667,0,,,3,2,0,0,2,0,0.428571429,0.285714286,0,0,0.285714286,0,0.714285714,0
5270,West,Alaska,56.82,-132.59,251,5,12.44,-8.48,20.92,476,,,0,4,0,,,1991,0.75,1.47,,,0.347,20,3.356124589,2.171170439,1,4,13,0.722222222,0.222222222,0.055555556,13,17,2,10,4,0.625,0.125,0.25,2.5,3,1,0,5,2,7,4,0.052631579,0,0.263157895,0.105263158,0.368421053,0.210526316,0.052631579,0.368421053
5272,West,Alaska,56.26,-130.82,61,20,18.75,-3.6,22.35,237,,,0,4,0,,,1991,0.75,1.47,,,0.347,7,3.715778578,2.427192428,0,2,3,0.6,0.4,0,,,0,4,1,0.8,0,0.2,4,4,3,0,0,1,2,0,0.5,0,0,0.166666667,0.333333333,0,0.5,0.166666667
5278,West,Alaska,56.96,-132.9,30,0,17.49,-1.98,19.47,245,,,0,4,0,,,1991,0.29,1.47,,,0.347,20,4.215962809,2.621029703,1,4,11,0.6875,0.25,0.0625,11,15,3,10,5,0.555555556,0.166666667,0.277777778,2,2.6,0,0,5,1,11,3,0,0,0.25,0.05,0.55,0.15,0,0.3
5279,West,Alaska,56.96,-132.91,2,0,17.49,-1.98,19.47,245,,,0,4,0,,,1991,0.75,1.47,,,0.347,8,5.49183104,2.818875825,1,1,6,0.75,0.125,0.125,6,7,2,2,2,0.333333333,0.333333333,0.333333333,1,2,1,0,2,2,2,1,0.125,0,0.25,0.25,0.25,0.125,0.125,0.5
5284,West,Alaska,56.27,-132.11,152,8,17.11,-2.42,19.53,272,,,0,4,0,,,1991,0.75,1.47,,,0.347,13,4.341649325,2.279928493,1,2,9,0.75,0.166666667,0.083333333,9,11,2,6,2,0.6,0.2,0.2,3,4,2,0,2,1,7,1,0.153846154,0,0.153846154,0.076923077,0.538461539,0.076923077,0.153846154,0.230769231
5285,West,Alaska,56.35,-132.32,46,1,17.83,-2.06,19.89,237,,,0,4,1,,,1991,0.75,1.47,,,0.347,7,4.711310274,7.022107628,3,1,1,0.2,0.2,0.6,0.333333333,0.666666667,2,2,2,0.333333333,0.333333333,0.333333333,1,2,1,0,0,0,3,2,0.166666667,0,0,0,0.5,0.333333333,0.166666667,0
