Plot,maxaug_c,mindec_c,continen,precip_cm,N
102611,27,-7,34,47,1.47
102615,25,-8,33,47,2.45
102616,26,-7,33,54,1.99
102617,22,-9,31,54,1.67
102618,25,-7,32,59,1.76
102619,25,-7,32,48,1.99
102620,28,-6,34,41,1.95
102621,26,-7,33,48,1.88
102622,25,-8,33,48,1.73
102624,24,-8,32,61,2.44
102625,27,-8,35,49,1.81
102626,24,-7,31,61,1.97
102628,27,-7,34,39,1.52
102629,26,-6,32,60,2.07
102630,28,-7,35,36,1.64
102632,27,-7,34,45,1.97
102633,27,-7,34,50,1.7
102634,26,-7,33,50,1.65
102635,28,-8,36,45,1.72
102636,26,-8,34,64,1.67
102638,26,-8,34,70,1.47
102639,27,-8,35,58,1.77
102640,27,-9,36,54,1.6
102641,26,-9,35,83,1.54
102643,26,-8,34,76,1.69
102644,29,-5,34,52,2.04
102645,25,-1,26,73,2.24
102646,22,-1,23,110,2.51
102647,26,-6,32,66,2.46
102648,24,0,24,86,2.71
102650,27,-7,34,73,2.06
102651,27,-3,30,80,2.69
102652,25,-6,31,107,1.7
102653,20,-8,28,158,2.61
102654,30,-2,32,64,2.43
102655,26,-7,33,79,1.82
102656,29,-2,31,89,2.3
102657,23,-6,29,164,2.03
102658,26,-4,30,110,2.25
102659,30,-2,32,87,1.97
102661,26,-1,27,92,2.42
102662,24,-7,31,116,1.74
102663,28,-3,31,115,2.13
102664,29,-2,31,111,2.4
102665,27,-4,31,142,2.02
102666,27,-2,29,83,1.76
102667,27,-2,29,161,2.47
102668,27,1,26,86,1.99
102669,28,1,27,182,3.15
102670,26,0,26,92,2.32
102671,31,0,31,105,2.04
102672,25,0,25,392,2.83
102673,31,0,31,77,2.17
102674,28,3,25,188,2.55
102675,27,1,26,85,2.49
102677,27,1,26,110,2.3
102678,23,-1,24,381,3.01
102679,25,-1,26,129,2.98
102680,21,-2,23,178,3.2
102681,28,2,26,118,2.32
102682,24,0,24,268,2.55
102683,27,1,26,111,2.46
102684,29,0,29,83,3.67
102685,24,1,23,194,3.17
102687,23,3,20,230,2.62
102688,28,0,28,257,2.84
102691,28,2,26,264,2.39
102693,24,1,23,407,3.54
102694,22,3,19,209,2.53
102695,25,-8,33,119,4.81
102696,25,-8,33,118,7.4
102697,25,-7,32,119,5.21
102699,27,-7,34,111,8.19
102702,25,-8,33,120,8.81
102703,27,-8,35,122,8.31
102704,26,-8,34,117,8.45
102705,26,-10,36,122,7.56
102706,26,-10,36,119,7.89
102707,25,-10,35,119,7.35
102710,25,-8,33,120,9.08
102711,25,-10,35,120,7.17
102712,25,-11,36,121,6.45
102714,25,-9,34,116,9.42
102715,26,-9,35,105,8.52
102716,25,-8,33,121,9.14
102717,25,-9,34,116,8.99
102720,26,-10,36,118,8.81
102721,25,-10,35,113,8.52
102724,25,-10,35,116,8.37
102725,26,-9,35,110,4.69
102726,25,-10,35,110,8.23
102727,25,-10,35,115,7.87
102728,24,-8,32,116,8.25
102730,24,-10,34,106,8.51
102731,22,-11,33,118,8.43
102732,26,-10,36,117,6.75
102736,25,-11,36,117,7.66
102737,26,-10,36,114,8.4
102738,21,-13,34,158,9.24
102739,23,-11,34,104,9.19
102740,26,-9,35,104,8.85
102741,23,-10,33,127,9.18
102742,24,-8,32,109,9.48
102743,23,-11,34,128,8.65
102744,22,-11,33,167,10.43
102745,25,-10,35,103,8.69
102749,25,-10,35,110,7.87
102750,22,-11,33,142,10.65
102751,24,-10,34,121,7.65
102752,23,-11,34,133,9.9
102753,25,-10,35,100,8.07
102754,25,-10,35,102,7.59
102755,25,-11,36,107,7.67
102758,22,-13,35,137,9.8
102759,23,-12,35,104,7.68
102760,23,-12,35,109,8.09
102761,22,-12,34,124,11.19
102763,27,-8,35,101,11
102764,24,-8,32,123,10.86
102765,25,-9,34,114,9.03
102766,25,-10,35,114,9.37
102767,25,-10,35,107,9.9
102769,25,-10,35,112,9.2
102770,23,-12,35,120,8.03
102771,24,-11,35,111,7.08
102772,26,-10,36,101,9.43
102773,23,-12,35,122,7.35
102775,24,-11,35,117,10.04
102776,24,-11,35,110,7.42
102777,24,-11,35,107,6.84
102778,25,-9,34,117,10.78
102779,25,-9,34,123,12
102780,23,-9,32,128,9.95
102781,23,-10,33,126,11.32
102783,22,-10,32,141,9.77
102784,23,-10,33,132,12.79
102785,23,-11,34,137,12.06
102787,22,-13,35,124,7.53
102788,22,-12,34,104,7.06
102789,23,-12,35,120,8.45
102790,22,-11,33,133,10.45
102791,23,-12,35,129,10.37
102792,23,-13,36,120,9.45
102794,23,-12,35,109,7.31
102795,22,-13,35,120,8.43
102796,23,-13,36,118,8.5
102798,25,-9,34,123,12.36
102799,26,-8,34,114,12.72
102800,26,-7,33,110,12.15
102802,25,-9,34,126,12.84
102804,24,-11,35,129,12.24
102805,24,-9,33,129,13.91
102806,23,-12,35,127,11.23
102809,24,-10,34,121,10.61
102810,23,-12,35,143,13.92
102811,23,-11,34,160,12.14
102813,24,-9,33,128,16.02
102814,23,-12,35,123,10.61
102815,24,-11,35,107,10.13
102816,25,-7,32,99,11.05
102817,26,-6,32,101,11.05
102818,26,-5,31,95,11.47
102819,25,-7,32,123,13.88
102822,26,-6,32,92,12.54
102824,26,-5,31,82,13.83
102827,26,-7,33,78,12.99
102828,26,-7,33,81,11.23
102830,26,-7,33,80,11.26
102831,26,-8,34,76,10.83
102833,26,-8,34,92,12.73
102834,26,-8,34,90,12.5
102835,25,-9,34,86,11.63
102836,25,-9,34,82,10.43
102837,27,-11,38,86,12.44
102846,19,-14,33,54,3.02
102847,21,-14,35,58,3.37
102848,21,-13,34,51,3.4
102851,23,-12,35,65,3.14
102852,24,-12,36,78,3.48
102854,23,-13,36,79,3.74
102856,18,-16,34,75,2.98
102857,21,-16,37,72,2.77
102860,19,-15,34,93,3.56
102861,19,-15,34,101,4.09
102864,20,-13,33,71,3.42
102867,26,-13,39,52,4.13
102869,24,-11,35,58,3.25
102870,24,-14,38,92,4.13
102872,26,-12,38,47,3.63
102888,23,-12,35,80,2.48
102891,22,-14,36,66,1.89
102893,29,-10,39,61,2.4
102895,24,-11,35,82,2.69
102899,25,-11,36,89,2.86
102903,28,-9,37,77,3.09
102905,27,-9,36,48,1.83
102908,27,-9,36,39,1.78
102909,28,-9,37,42,1.45
102910,28,-10,38,40,1.71
102911,26,-9,35,36,1.48
102913,27,-10,37,34,1.46
102914,23,-10,33,64,1.96
102918,25,-8,33,72,1.42
102920,25,-7,32,83,1.88
102922,23,-7,30,54,1.48
102924,25,-8,33,63,1.63
102925,24,-8,32,83,1.58
102928,27,-9,36,40,1.28
102929,26,-7,33,67,1.57
102932,24,-7,31,72,1.88
102933,21,-8,29,182,1.72
102934,24,-7,31,86,1.64
102935,23,-7,30,153,1.93
102936,21,-6,27,186,2.4
102937,23,-7,30,139,1.83
102938,30,-2,32,105,2.3
102939,22,-7,29,145,1.83
102940,24,-5,29,161,2.22
102941,25,-1,26,149,2.4
102942,26,-6,32,150,1.99
102943,26,-2,28,160,2.47
102944,21,-4,25,182,2.4
102946,23,-3,26,167,2.26
102947,25,-1,26,180,2.71
102948,28,-2,30,131,2.44
102949,23,-2,25,188,2.5
102950,26,0,26,155,3.33
102951,26,-1,27,130,2.67
102952,25,1,24,142,4.68
102953,28,-2,30,139,2.92
102954,26,0,26,166,3.32
102956,28,0,28,131,2.78
102957,28,1,27,98,4.16
102958,25,2,23,115,2.55
102959,28,1,27,94,3.46
102960,24,3,21,193,3.18
102963,26,2,24,193,2.8
102964,24,2,22,204,3.16
102968,25,1,24,163,2.82
102969,26,2,24,129,3.21
102970,26,0,26,125,4.55
102971,27,2,25,145,3.39
102973,19,3,16,162,1.9
102975,21,2,19,178,3.78
102976,24,-9,33,129,5.23
102979,22,-8,30,127,4.31
102980,24,-9,33,126,5.06
102981,25,-10,35,124,4.94
102983,25,-10,35,122,5.11
102984,24,-11,35,117,4.96
102987,24,-7,31,135,4.68
102988,24,-7,31,131,6.54
102990,25,-9,34,120,5.62
102991,25,-8,33,121,6.86
102992,25,-8,33,120,6.57
102993,25,-9,34,124,5.35
102994,25,-9,34,113,5.95
102996,25,-10,35,124,5.23
102997,25,-9,34,118,5.37
102999,24,-9,33,108,5.45
103000,25,-10,35,112,5.3
103003,24,-12,36,114,5.19
103004,25,-11,36,105,6.86
103006,25,-11,36,104,5.13
103007,23,-7,30,125,6.28
103008,24,-8,32,118,6.8
103009,25,-9,34,126,6.57
103010,25,-9,34,112,7.12
103012,23,-9,32,126,4.37
103013,25,-9,34,117,6.21
103015,25,-9,34,110,7.04
103016,23,-7,30,117,6.44
103017,25,-10,35,115,6.3
103018,26,-11,37,111,6.45
103019,25,-10,35,109,6.5
103021,25,-11,36,112,5.96
103022,24,-10,34,113,6.22
103023,24,-12,36,122,5.85
103024,23,-8,31,111,5.61
103027,25,-11,36,110,5.98
103028,25,-11,36,108,5.62
103029,25,-12,37,109,5.6
103030,24,-12,36,105,5.24
103031,25,-12,37,109,5.56
103032,25,-12,37,107,5.47
103033,25,-12,37,106,5.18
103034,26,-9,35,117,9.25
103035,25,-10,35,119,6.86
103036,25,-10,35,117,7.61
103037,24,-11,35,118,6.04
103038,26,-10,36,116,6.16
103039,25,-10,35,114,7.34
103041,24,-11,35,114,6.88
103042,25,-11,36,112,7.07
103043,24,-11,35,109,6.35
103044,25,-11,36,116,6.06
103045,25,-11,36,111,6.18
103046,22,-12,34,136,7.08
103048,21,-13,34,125,7.83
103049,24,-12,36,116,5.99
103051,24,-12,36,117,6.2
103052,23,-13,36,134,7.04
103053,22,-14,36,107,6.02
103054,23,-14,37,119,5.98
103055,21,-15,36,134,6.7
103056,23,-12,35,136,7.62
103057,22,-12,34,138,9.17
103060,20,-13,33,161,7.04
103061,22,-12,34,130,10.84
103063,24,-12,36,99,8.17
103064,24,-12,36,100,7.23
103065,23,-12,35,123,8.19
103066,25,-12,37,93,7.38
103067,24,-13,37,102,6.3
103070,23,-13,36,104,7.28
103072,23,-13,36,111,8.31
103073,22,-14,36,102,5.7
103074,22,-13,35,111,8.13
103075,21,-13,34,113,8.29
103076,22,-13,35,111,7.36
103077,22,-14,36,121,7.9
103078,24,-11,35,96,8.28
103079,25,-11,36,93,7.82
103080,24,-12,36,101,7.44
103083,24,-11,35,96,7.73
103084,23,-12,35,132,8.94
103085,21,-13,34,148,9.22
103086,23,-12,35,114,8.06
103087,24,-11,35,109,7.97
103088,24,-13,37,102,7.69
103089,23,-13,36,112,8.17
103093,24,-11,35,114,10.17
103096,23,-14,37,115,8.64
103097,23,-12,35,116,10.6
103098,23,-13,36,112,8.14
103099,22,-12,34,127,10.61
103100,23,-11,34,116,11.31
103101,22,-13,35,130,10.49
103102,25,-9,34,91,8.53
103103,23,-12,35,110,6.18
103104,22,-13,35,114,10.6
103106,24,-11,35,97,7.89
103107,23,-12,35,101,9.4
103108,24,-10,34,90,7.89
103109,25,-9,34,84,6.3
103110,25,-10,35,85,5.77
103111,24,-12,36,104,6.89
103112,24,-12,36,105,8.45
103113,24,-11,35,97,8.38
103114,25,-10,35,92,10.56
103115,25,-10,35,87,8.39
103116,22,-13,35,121,8.43
103117,23,-13,36,115,8.12
103118,23,-13,36,114,8.39
103119,23,-12,35,112,10.48
103121,24,-12,36,112,9.42
103122,24,-12,36,104,7.47
103123,23,-12,35,109,7.94
103124,23,-12,35,110,8.16
103125,23,-12,35,112,9.16
103126,24,-12,36,108,7.53
103127,23,-12,35,109,8
103128,23,-12,35,108,7.83
103129,25,-11,36,97,9.42
103130,23,-12,35,117,9
103131,24,-11,35,95,8.48
103133,25,-11,36,93,8.68
103134,23,-12,35,120,11.27
103135,24,-11,35,108,10.85
103136,24,-10,34,108,10.55
103137,25,-9,34,106,11.37
103139,24,-11,35,113,10.45
103140,25,-10,35,97,9.91
103141,25,-10,35,99,10.56
103143,24,-11,35,106,9.93
103145,25,-8,33,74,8.34
103146,26,-9,35,79,9.67
103147,25,-9,34,76,9.11
103148,25,-10,35,77,9.52
103149,25,-10,35,86,8.93
103150,25,-9,34,81,9.12
103152,24,-9,33,80,10.09
103153,25,-6,31,84,11.42
103155,25,-6,31,85,10.87
103156,24,-7,31,87,10.36
103157,26,-12,38,81,11.38
103158,25,-13,38,83,11.76
103159,26,-13,39,83,10.71
103160,25,-14,39,83,11.05
103161,27,-12,39,83,12.91
103162,26,-13,39,86,11.64
103164,26,-13,39,83,12.96
103166,25,-12,37,60,4.53
103167,26,-11,37,56,3.69
103168,29,-13,42,41,3.59
103169,27,-12,39,59,4.89
103170,28,-12,40,50,3.68
103172,29,-13,42,42,3.18
103174,30,-13,43,33,2.79
103176,21,-13,34,62,2.68
103179,18,-15,33,71,2.46
103180,19,-14,33,59,3.91
103181,19,-14,33,65,3.34
103182,18,-14,32,75,3.47
103183,19,-15,34,74,3.19
103184,18,-14,32,72,3.55
103185,20,-13,33,76,3.32
103187,20,-15,35,54,2.87
103188,20,-12,32,69,2.99
103189,20,-13,33,80,3.48
103193,22,-16,38,99,2.81
103194,20,-15,35,133,3.53
103197,21,-15,36,132,4.15
103198,20,-15,35,101,3.98
103200,19,-16,35,77,2.91
103203,18,-14,32,81,2.62
103205,22,-15,37,53,2.55
103206,24,-14,38,33,3.6
103208,19,-15,34,135,3.32
103209,25,-14,39,71,3.67
103213,24,-15,39,81,4.64
103215,19,-14,33,91,3.6
103216,18,-15,33,91,3.18
103217,19,-12,31,66,2.49
103229,24,-12,36,39,1.48
103232,23,-12,35,55,2.26
103233,22,-11,33,55,1.64
103236,21,-12,33,64,2.14
103238,22,-13,35,59,2.19
103242,21,-12,33,79,2.11
103245,22,-13,35,72,2.32
103250,27,-11,38,54,2.29
103252,20,-11,31,72,2.19
103254,25,-10,35,104,2.66
103261,24,-9,33,91,2.67
103264,22,-10,32,116,3.49
103266,23,-14,37,104,1.99
103269,21,-12,33,125,2.37
103273,24,-10,34,88,2.9
103277,23,-11,34,102,2.57
103282,22,-13,35,107,2.29
103285,30,-9,39,70,2.62
103289,28,-10,38,66,2.32
103295,27,-10,37,72,2.44
103296,25,-9,34,78,2.7
103297,25,-9,34,48,1.85
103300,25,-9,34,114,2.79
103302,27,-11,38,59,2.02
103304,25,-9,34,48,1.74
103305,21,-10,31,94,2.61
103307,23,-10,33,90,2.54
103308,26,-9,35,47,1.76
103310,25,-8,33,60,1.92
103311,25,-9,34,67,1.73
103315,24,-9,33,70,2.1
103317,26,-7,33,45,1.6
103319,27,-7,34,36,1.33
103320,26,-7,33,38,1.8
103321,24,-7,31,45,1.73
103323,23,-7,30,51,1.55
103325,23,-8,31,73,2.19
103327,24,-7,31,50,1.98
103328,28,-5,33,41,1.55
103329,28,-5,33,41,1.9
103331,25,-7,32,41,1.4
103334,24,-8,32,55,2.16
103335,26,-5,31,32,1.55
103337,28,-5,33,27,1.87
103339,25,-6,31,46,1.56
103340,27,-4,31,34,1.9
103341,27,-5,32,36,1.94
103342,27,-4,31,40,1.64
103343,29,-5,34,35,1.55
103346,28,-6,34,29,1.8
103348,24,-6,30,98,2.3
103349,26,-5,31,45,1.63
103351,27,-4,31,49,2.1
103352,23,-4,27,220,3.11
103353,26,-4,30,47,2.02
103354,20,-6,26,207,2.91
103355,27,-5,32,41,2.02
103356,23,-4,27,185,3.02
103357,24,-3,27,213,2.77
103358,26,0,26,129,5.9
103360,25,-2,27,195,2.84
103361,28,-1,29,200,2.89
103362,27,2,25,188,4.45
103363,25,1,24,138,5.1
103364,22,-3,25,236,3.11
103365,24,-2,26,241,3.33
103366,25,0,25,154,4.81
103367,23,-3,26,243,3.32
103368,27,1,26,120,5.88
103369,25,0,25,158,4.86
103371,21,-1,22,256,4.23
103372,25,0,25,177,4.23
103373,21,0,21,231,5.62
103375,25,0,25,147,6.26
103376,23,-3,26,221,3.45
103377,20,-1,21,242,5.47
103379,24,1,23,212,3.48
103380,26,1,25,160,3.94
103382,23,-1,24,225,4.03
103383,26,0,26,173,4.06
103384,23,1,22,221,4.04
103385,26,2,24,204,3.63
103386,26,0,26,173,3.57
103388,21,2,19,187,3.32
103390,25,0,25,215,3.83
103391,20,2,18,219,3.94
103392,23,-9,32,126,3.83
103393,24,-10,34,120,5.03
103395,25,-12,37,114,4.57
103396,25,-12,37,114,4.85
103397,25,-11,36,114,4.63
103400,24,-12,36,113,4.48
103401,24,-13,37,112,4.75
103403,25,-13,38,111,4.38
103405,24,-13,37,113,5.01
103406,24,-13,37,109,4.47
103407,24,-13,37,107,4.08
103408,24,-14,38,105,4
103410,24,-12,36,113,4.88
103411,24,-13,37,112,5.23
103414,24,-13,37,112,5.05
103415,25,-12,37,109,5.01
103416,25,-12,37,108,4.94
103417,24,-13,37,113,4.78
103418,25,-13,38,111,4.95
103419,25,-12,37,115,4.83
103420,24,-13,37,112,4.99
103421,24,-13,37,111,4.32
103422,24,-13,37,115,4.97
103423,24,-13,37,110,4.3
103424,25,-12,37,111,4.81
103425,24,-13,37,108,4.28
103426,24,-13,37,109,4.27
103427,24,-13,37,109,4.45
103428,24,-13,37,107,4.38
103429,24,-13,37,108,4.31
103430,24,-13,37,107,4.74
103431,23,-14,37,107,4.05
103432,21,-16,37,130,6.54
103436,23,-14,37,105,4.21
103437,24,-14,38,107,4.38
103440,24,-13,37,111,5.19
103441,24,-13,37,111,5.2
103442,24,-13,37,113,5.2
103445,23,-14,37,122,5.7
103446,23,-13,36,114,5.43
103447,24,-13,37,113,5.1
103448,22,-14,36,121,5.81
103449,25,-12,37,114,4.76
103450,23,-14,37,122,5.2
103452,23,-14,37,109,4.71
103453,23,-14,37,119,5.5
103454,23,-14,37,99,4.55
103455,23,-15,38,128,5.35
103458,22,-15,37,137,6.37
103459,22,-14,36,101,5.43
103460,23,-15,38,108,4.71
103461,23,-14,37,104,5.19
103462,22,-14,36,106,5.23
103463,22,-14,36,105,4.87
103464,23,-15,38,107,4.87
103465,23,-15,38,102,4.39
103467,22,-15,37,105,4.83
103468,22,-14,36,129,5.44
103469,20,-15,35,143,6.89
103472,23,-14,37,102,5.68
103473,21,-15,36,112,6.81
103474,22,-14,36,99,5.13
103475,20,-15,35,124,8.26
103476,22,-14,36,103,4.85
103477,21,-14,35,110,6.27
103478,23,-14,37,106,5.07
103481,21,-14,35,118,5.86
103482,21,-14,35,107,6.96
103483,21,-14,35,108,6.68
103484,20,-14,34,109,6.64
103486,22,-14,36,108,6.43
103489,20,-13,33,123,7.16
103490,21,-14,35,112,7.69
103491,20,-13,33,120,7.72
103492,25,-10,35,79,8.49
103493,25,-10,35,88,9.61
103494,25,-9,34,77,7.52
103495,24,-8,32,80,8.82
103496,24,-8,32,76,8.78
103497,25,-13,38,77,8.23
103498,24,-13,37,80,9.4
103499,25,-13,38,77,8.63
103500,24,-14,38,77,7.98
103501,23,-15,38,79,7.82
103502,24,-15,39,82,9.3
103503,24,-15,39,82,8.99
103504,25,-14,39,83,9.38
103505,25,-15,40,80,9.02
103506,26,-14,40,82,11.96
103508,26,-14,40,76,10.62
103510,25,-16,41,72,9.58
103511,26,-15,41,69,10.49
103512,27,-14,41,67,14.08
103513,28,-13,41,38,3.24
103514,30,-12,42,35,2.81
103516,30,-13,43,37,2.61
103517,30,-13,43,37,3.98
103518,30,-13,43,37,3.17
103520,28,-11,39,53,2.65
103521,25,-8,33,55,2.8
103522,24,-9,33,57,2.29
103523,17,-15,32,105,3.15
103524,19,-13,32,80,3.41
103528,21,-13,34,85,3.31
103529,18,-14,32,108,2.92
103531,25,-12,37,44,2.49
103532,25,-13,38,63,2.85
103534,20,-11,31,82,2.84
103535,24,-11,35,41,2.73
103536,23,-13,36,50,1.98
103537,23,-14,37,45,1.86
103540,26,-10,36,47,2.38
103543,22,-12,34,45,2.31
103546,21,-11,32,69,2.16
103548,20,-12,32,85,2.41
103549,23,-12,35,71,2.51
103553,18,-16,34,120,2.73
103558,24,-12,36,89,2.44
103559,24,-13,37,97,2.8
103562,23,-13,36,111,3.04
103565,20,-14,34,115,2.54
103567,21,-14,35,92,2.64
103570,21,-14,35,93,2.3
103571,22,-14,36,86,3.16
103573,22,-12,34,101,2.83
103574,23,-13,36,89,2.26
103578,23,-15,38,81,2.07
103580,22,-14,36,107,3.22
103582,22,-15,37,108,2.94
103583,22,-13,35,88,2.67
103588,22,-11,33,105,2.76
103590,27,-8,35,102,2.92
103592,25,-13,38,96,2.68
103595,23,-10,33,119,2.85
103597,23,-11,34,113,2.83
103598,25,-8,33,68,2.47
103600,21,-9,30,90,2.27
103601,25,-11,36,98,2.8
103603,24,-11,35,102,3.21
103605,26,-6,32,54,2.16
103606,27,-6,33,55,2.32
103607,32,-3,35,44,2.06
103608,23,-9,32,100,2.7
103609,18,-12,30,116,2.83
103610,23,-9,32,105,3.21
103612,26,-8,34,87,3.52
103613,26,-7,33,59,2.23
103614,27,-8,35,63,2.35
103616,28,-7,35,67,2.48
103617,24,-6,30,52,2.35
103618,28,-5,33,65,2.2
103619,29,-5,34,54,2
103620,25,-6,31,78,2.59
103621,23,-7,30,139,3.86
103622,24,-8,32,78,2.51
103623,27,-7,34,44,1.84
103624,27,-7,34,53,1.73
103625,23,-9,32,78,2.79
103626,25,-7,32,61,2.04
103627,24,-7,31,67,2.3
103628,23,-7,30,68,2.21
103629,26,-6,32,72,2.49
103630,24,-7,31,97,3.09
103632,24,-6,30,65,2.09
103633,24,-6,30,52,2.47
103634,30,-3,33,31,2.62
103635,28,-5,33,47,2.48
103636,29,-4,33,42,2.25
103637,20,-5,25,133,3.26
103638,24,-4,28,161,3.42
103639,21,-5,26,126,3.37
103640,22,-2,24,228,6.21
103641,24,-5,29,70,2.61
103643,22,-5,27,197,4.36
103644,21,-4,25,316,6.47
103645,26,-2,28,95,5.45
103647,25,-4,29,94,3.82
103648,25,-3,28,277,5.12
103649,23,-3,26,289,5.72
103650,21,-5,26,198,3.99
103651,22,-3,25,275,5.09
103652,22,0,22,213,5.52
103653,25,0,25,146,7.23
103654,26,1,25,107,9.05
103655,21,-2,23,317,7.12
103656,25,0,25,183,7.02
103657,24,-1,25,234,7.27
103659,25,0,25,206,8.22
103660,26,0,26,122,8.44
103661,24,0,24,150,4.37
103662,23,-1,24,414,7.39
103663,25,-1,26,198,6.14
103664,27,1,26,123,3.98
103665,20,0,20,245,4.22
103666,21,1,20,251,4.07
103667,27,1,26,122,4.38
103668,23,-1,24,246,4.06
103669,19,1,18,312,4.24
103670,26,0,26,117,4.56
103671,23,-1,24,180,3.55
103672,22,-1,23,337,3.88
103673,23,1,22,333,4.4
103674,26,0,26,134,3.82
103675,24,0,24,402,4.92
103676,22,-1,23,427,4.65
103677,22,0,22,440,4.61
103678,24,-1,25,138,3.15
103679,21,1,20,255,4.06
103681,24,-13,37,99,4.05
103684,23,-14,37,106,3.99
103685,23,-14,37,103,4.23
103686,24,-14,38,102,4.22
103687,23,-14,37,103,4.05
103688,23,-14,37,104,4.37
103689,24,-15,39,100,4.22
103690,23,-14,37,103,4.12
103691,23,-14,37,101,4.07
103694,23,-14,37,100,4.07
103695,23,-15,38,100,4.12
103696,23,-14,37,95,3.91
103697,23,-15,38,100,3.92
103698,23,-14,37,98,3.88
103699,23,-15,38,96,3.75
103701,22,-15,37,100,4.35
103702,23,-15,38,99,4.23
103705,23,-15,38,97,3.79
103706,23,-15,38,98,3.94
103707,23,-14,37,97,3.88
103708,23,-14,37,98,3.74
103709,22,-15,37,97,3.63
103710,23,-15,38,95,4.01
103711,21,-14,35,97,4.03
103712,23,-15,38,101,4.3
103713,22,-14,36,108,5.34
103714,23,-15,38,101,4.28
103715,23,-15,38,102,4.56
103717,22,-15,37,106,5.27
103718,22,-15,37,102,4.23
103719,23,-15,38,100,4.14
103722,22,-15,37,100,4.41
103723,21,-14,35,103,4.97
103724,21,-15,36,104,5.1
103725,23,-15,38,97,4.46
103726,22,-15,37,96,4.9
103727,22,-15,37,98,4.1
103728,22,-15,37,94,4.37
103729,22,-15,37,97,4.29
103730,22,-15,37,98,4.66
103732,21,-14,35,102,4.76
103733,22,-15,37,95,4.23
103736,22,-15,37,95,4.14
103737,22,-15,37,94,3.87
103738,22,-16,38,94,3.87
103739,22,-15,37,96,4.03
103741,21,-15,36,102,6.01
103742,23,-11,34,84,7.37
103743,25,-10,35,79,7.67
103744,23,-11,34,82,7.18
103745,23,-11,34,81,7.02
103746,24,-11,35,82,7.95
103747,24,-9,33,78,4.95
103748,25,-12,37,84,7.9
103749,24,-13,37,78,7.78
103750,24,-10,34,81,8.25
103751,24,-14,38,78,7
103752,23,-14,37,78,6.58
103753,24,-14,38,77,5.78
103754,23,-13,36,95,6.36
103755,23,-15,38,80,7.13
103756,23,-14,37,83,7.7
103757,23,-14,37,85,7.91
103758,24,-15,39,86,7.97
103759,25,-14,39,79,7.28
103760,24,-13,37,86,6.63
103761,25,-15,40,82,8.05
103762,22,-15,37,77,8.2
103763,25,-15,40,78,8.74
103765,25,-16,41,77,9.67
103766,25,-16,41,79,8.32
103768,25,-16,41,75,8.32
103769,24,-17,41,73,7.42
103770,25,-16,41,71,8.16
103771,25,-16,41,71,7.37
103772,25,-16,41,71,6.96
103773,24,-17,41,67,6.09
103775,25,-17,42,68,6.83
103776,25,-17,42,64,7.83
103780,28,-11,39,36,2.8
103781,24,-11,35,69,3.98
103782,19,-11,30,103,3.71
103784,20,-14,34,90,3.29
103786,23,-11,34,56,2.6
103787,24,-11,35,46,1.95
103788,26,-11,37,34,2.03
103789,23,-12,35,55,2.31
103791,22,-12,34,68,3.02
103794,27,-10,37,35,2.34
103795,21,-13,34,78,2.39
103798,25,-10,35,54,2.26
103799,24,-11,35,76,3.05
103800,20,-11,31,79,2.15
103801,20,-11,31,101,2.5
103803,25,-11,36,47,1.99
103804,27,-11,38,47,2.93
103806,24,-10,34,113,3.4
103807,29,-8,37,80,2.19
103808,24,-8,32,117,2.48
103811,28,-9,37,32,2.75
103812,23,-10,33,110,3.31
103814,22,-10,32,122,3.49
103816,20,-9,29,164,3.1
103817,26,-10,36,66,2.76
103818,19,-10,29,125,3
103820,22,-10,32,100,2.44
103821,27,-7,34,92,3.04
103823,28,-6,34,73,2.92
103827,26,-7,33,101,3.01
103828,25,-7,32,129,3.42
103831,21,-9,30,158,2.81
103832,23,-8,31,139,3.17
103838,28,-8,36,117,3.08
103842,28,-7,35,87,3.11
103844,21,-8,29,169,3.46
103848,27,-5,32,53,1.93
103854,29,-6,35,65,2.92
103856,27,-7,34,83,3.28
103860,26,-8,34,88,3.09
103861,25,-6,31,75,1.92
103862,24,-6,30,80,2.59
103863,23,-6,29,75,2.35
103864,26,-5,31,110,3.88
103865,24,-6,30,103,2.7
103868,24,-6,30,71,2.67
103870,22,-6,28,83,2.56
103871,24,-5,29,100,2.09
103872,24,-6,30,82,2.14
103873,19,-5,24,252,3.57
103874,18,-8,26,126,3.08
103875,22,-7,29,89,2.32
103876,18,-6,24,169,3.06
103878,24,-3,27,203,3.35
103880,22,-7,29,113,2.53
103881,21,-4,25,219,2.95
103883,22,-6,28,140,2.5
103885,22,-3,25,310,4.69
103886,24,-2,26,406,5.6
103887,24,-1,25,179,6.04
103888,24,-1,25,170,4.17
103893,25,0,25,137,4.69
103894,25,-1,26,168,3.34
103895,24,-1,25,168,4.07
103896,25,0,25,127,4.25
103897,25,-1,26,193,4.54
103898,23,-1,24,212,4.25
103899,25,0,25,130,5.19
103900,25,0,25,109,4.55
103901,25,0,25,106,5.16
103902,25,0,25,123,6.31
103903,23,-1,24,153,4.92
103904,24,-1,25,191,3.57
103905,24,-1,25,397,4.22
103906,21,2,19,207,3.36
103907,23,0,23,242,3.85
103909,24,0,24,188,5.41
103910,22,1,21,288,3.93
103911,21,2,19,207,3.62
103912,25,-1,26,183,4.84
103913,22,0,22,296,5.07
103914,23,0,23,302,4.17
